"","ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"30121","3392",0.02,0,0.47,0,0.51
"30122","3393",0.26,0,0,0.11,0.63
"30123","3394",0.05,0.01,0.07,0.37,0.5
"30124","3395",0.37,0,0,0.02,0.61
"30125","3396",0.17,0.01,0.02,0,0.8
"30126","3397",0.97,0,0,0,0.03
"30127","3398",0.99,0,0,0.01,0
"30128","3399",0.44,0.01,0.02,0.01,0.52
"30129","3400",0.17,0,0.03,0.7,0.1
"30130","3401",0.52,0,0.02,0,0.46
"30131","3402",0.98,0,0,0.01,0.01
"30132","3403",0.3,0,0,0.52,0.18
"30133","3404",0.05,0.01,0.01,0,0.93
"30134","3405",0.38,0,0,0.01,0.61
"30135","3406",0.04,0,0.07,0.77,0.12
"30136","3407",0,0,0,0,1
"30137","3408",0.54,0,0.02,0.39,0.05
"30138","3409",0.28,0,0,0.15,0.57
"30139","3410",0.01,0,0.01,0,0.98
"30140","3411",0,0,0.52,0.02,0.46
"30141","3412",0.13,0,0.06,0.68,0.13
"30142","3413",0.65,0,0,0.34,0.01
"30143","3414",0.73,0,0,0.25,0.02
"30144","3415",0.63,0,0,0.35,0.02
"30145","3416",0.84,0,0,0,0.16
"30146","3417",0.09,0.01,0.11,0.12,0.67
"30147","3418",0.05,0,0.02,0,0.93
"30148","3419",0,0,0,0,1
"30149","3420",0,0,0.07,0.26,0.67
"30150","3421",0.36,0,0.01,0.59,0.04
"30151","3422",0.08,0.01,0.04,0,0.87
"30152","3423",0.48,0,0.04,0.35,0.13
"30153","3424",0.02,0.2,0.06,0,0.72
"30154","3425",0,0,0.02,0.73,0.25
"30155","3426",0.2,0.01,0.04,0,0.75
"30156","3427",0.69,0,0,0.25,0.06
"30157","3428",0.98,0,0,0.01,0.01
"30158","3429",0,0,0,0,1
"30159","3430",0.83,0,0,0.13,0.04
"30160","3431",0.59,0,0,0,0.41
"30161","3432",0.76,0.01,0.01,0.1,0.12
"30162","3433",0.17,0,0.01,0.59,0.23
"30163","3434",1,0,0,0,0
"30164","3435",0,0.04,0,0,0.96
"30165","3436",0.97,0,0,0.02,0.01
"30166","3437",0.32,0,0.06,0.46,0.16
"30167","3438",0.21,0.02,0.02,0.72,0.03
"30168","3439",0.52,0,0,0.26,0.22
"30169","3440",0.12,0,0,0.12,0.76
"30170","3441",0.02,0,0.16,0.69,0.13
"30171","3442",0.02,0,0.68,0.04,0.26
"30172","3443",0.33,0,0.02,0.59,0.06
"30173","3444",0.1,0,0.04,0.31,0.55
"30174","3445",0.23,0,0.04,0.71,0.02
"30175","3446",0.45,0,0.03,0.41,0.11
"30176","3447",0.06,0,0.03,0.49,0.42
"30177","3448",0.19,0.01,0.01,0.03,0.76
"30178","3449",0.02,0.06,0.14,0.06,0.72
"30179","3450",0.56,0,0,0,0.44
"30180","3451",0.5,0,0.01,0.14,0.35
"30181","3452",0.91,0,0,0.01,0.08
"30182","3453",0.96,0,0,0,0.04
"30183","3454",0,0.16,0.22,0,0.62
"30184","3455",0.81,0,0,0.15,0.04
"30185","3456",0.99,0,0,0,0.01
"30186","3457",1,0,0,0,0
"30187","3458",0.27,0,0.02,0.49,0.22
"30188","3459",0.38,0,0.01,0.54,0.07
"30189","3460",0.7,0,0.02,0.23,0.05
"30190","3461",0.31,0,0.08,0.3,0.31
"30191","3462",0.96,0,0,0.01,0.03
"30192","3463",0.68,0,0,0.11,0.21
"30193","3464",0.04,0.01,0.17,0.01,0.77
"30194","3465",0.63,0,0.01,0.34,0.02
"30195","3466",0.13,0,0.01,0.67,0.19
"30196","3467",0.23,0.01,0.09,0.51,0.16
"30197","3468",0.34,0,0,0.44,0.22
"30198","3469",0.07,0,0,0.02,0.91
"30199","3470",0.48,0,0.07,0.19,0.26
"30200","3471",0.64,0,0.02,0.09,0.25
"30201","3472",0.44,0,0,0.53,0.03
"30202","3473",0.01,0.11,0.07,0.05,0.76
"30203","3474",0.49,0,0.01,0.29,0.21
"30204","3475",0.48,0,0,0.46,0.06
"30205","3476",0.23,0,0.05,0.16,0.56
"30206","3477",0.1,0.23,0.22,0,0.45
"30207","3478",0.01,0,0.07,0.39,0.53
"30208","3479",0.94,0,0,0.01,0.05
"30209","3480",0.72,0,0,0.27,0.01
"30210","3481",0.41,0,0.1,0.35,0.14
"30211","3482",0.98,0,0,0.02,0
"30212","3483",0.77,0,0.01,0.03,0.19
"30213","3484",0.27,0,0.05,0.48,0.2
"30214","3485",0.63,0,0,0.34,0.03
"30215","3486",0.84,0,0.01,0.06,0.09
"30216","3487",0.92,0,0,0.04,0.04
"30217","3488",0.9,0,0,0.03,0.07
"30218","3489",0.48,0,0.02,0.42,0.08
"30219","3490",0.69,0,0,0.3,0.01
"30220","3491",0.99,0,0,0,0.01
"30221","3492",0.82,0,0,0.14,0.04
"30222","3493",0.57,0,0.05,0.14,0.24
"30223","3494",0.6,0,0.01,0.14,0.25
"30224","3495",1,0,0,0,0
"30225","3496",0.68,0,0.01,0.29,0.02
"30226","3497",0.7,0,0,0.25,0.05
"30227","3498",0,0,0,0,1
"30228","3499",0.26,0,0.13,0.21,0.4
"30229","3500",0.14,0.01,0.26,0.42,0.17
"30230","3501",0.12,0,0.05,0.07,0.76
"30231","3502",0,0,0.01,0,0.99
"30232","3503",0.41,0,0,0.49,0.1
"30233","3504",0.84,0,0,0.03,0.13
"30234","3505",0.11,0,0.12,0.32,0.45
"30235","3506",0.01,0,0.15,0.51,0.33
"30236","3507",0.54,0,0.01,0.06,0.39
"30237","3508",0.01,0,0.01,0,0.98
"30238","3509",0.87,0,0,0.08,0.05
"30239","3510",0,0.01,0.39,0.02,0.58
"30240","3511",0,0,0.22,0.03,0.75
"30241","3512",0.97,0,0,0.01,0.02
"30242","3513",0.82,0,0,0,0.18
"30243","3514",0.92,0,0,0.06,0.02
"30244","3515",0.71,0,0.01,0.25,0.03
"30245","3516",0.8,0,0,0.11,0.09
"30246","3517",0.87,0,0,0.04,0.09
"30247","3518",0.79,0,0,0,0.21
"30248","3519",0.01,0.06,0.08,0,0.85
"30249","3520",0.41,0,0,0.04,0.55
"30250","3521",0.23,0,0.18,0.11,0.48
"30251","3522",0,0,0,0,1
"30252","3523",0.56,0,0,0.13,0.31
"30253","3524",0.09,0,0.02,0.05,0.84
"30254","3525",0,0,0,0,1
"30255","3526",0.23,0.01,0,0.04,0.72
"30256","3527",0.65,0,0,0,0.35
"30257","3528",0.31,0,0.05,0.59,0.05
"30258","3529",0.01,0,0.12,0.19,0.68
"30259","3530",0.1,0,0.33,0.02,0.55
"30260","3531",0.04,0.01,0.12,0.37,0.46
"30261","3532",0.61,0,0,0.06,0.33
"30262","3533",1,0,0,0,0
"30263","3534",0.64,0,0,0.35,0.01
"30264","3535",0.95,0,0,0.02,0.03
"30265","3536",0,0.03,0.21,0,0.76
"30266","3537",0.88,0.04,0.02,0,0.06
"30267","3538",0,0,0.04,0,0.96
"30268","3539",0,0,0,0,1
"30269","3540",0,0,0.03,0,0.97
"30270","3541",0,0,0.03,0.04,0.93
"30271","3542",0.11,0,0.01,0.04,0.84
"30272","3543",0.05,0.01,0.04,0,0.9
"30273","3544",0.4,0,0.05,0,0.55
"30274","3545",0.6,0,0,0.37,0.03
"30275","3546",0.11,0,0.09,0.52,0.28
"30276","3547",0.95,0,0,0.01,0.04
"30277","3548",0.48,0,0.01,0.2,0.31
"30278","3549",0,0,0.01,0.04,0.95
"30279","3550",0.49,0,0.01,0.37,0.13
"30280","3551",0.74,0,0,0.22,0.04
"30281","3552",0,0.01,0.02,0,0.97
"30282","3553",1,0,0,0,0
"30283","3554",0.06,0,0,0.03,0.91
"30284","3555",0,0,0.02,0,0.98
"30285","3556",0.77,0,0,0.02,0.21
"30286","3557",0,0,0.02,0,0.98
"30287","3558",0.23,0,0,0.74,0.03
"30288","3559",0.81,0,0,0,0.19
"30289","3560",0.21,0,0.11,0.41,0.27
"30290","3561",1,0,0,0,0
"30291","3562",0.02,0,0.01,0.01,0.96
"30292","3563",0.72,0,0.01,0.23,0.04
"30293","3564",0.82,0,0,0.03,0.15
"30294","3565",0.16,0,0.02,0.58,0.24
"30295","3566",0.43,0,0.07,0.34,0.16
"30296","3567",0.24,0,0.01,0.64,0.11
"30297","3568",0.73,0,0,0,0.27
"30298","3569",0,0.05,0.09,0,0.86
"30299","3570",0,0,0,0,1
"30300","3571",0.62,0,0,0.25,0.13
"30301","3572",0.85,0,0,0.09,0.06
"30302","3573",0,0.01,0.05,0,0.94
"30303","3574",0.63,0,0,0.3,0.07
"30304","3575",0.97,0,0,0.03,0
"30305","3576",0.9,0,0.01,0.03,0.06
"30306","3577",0.1,0,0.01,0.45,0.44
"30307","3578",0.75,0,0.05,0.09,0.11
"30308","3579",0.96,0,0,0.02,0.02
"30309","3580",0.01,0,0.19,0.33,0.47
"30310","3581",0.61,0,0,0.03,0.36
"30311","3582",0,0.17,0.05,0,0.78
"30312","3583",0.01,0,0.04,0.38,0.57
"30313","3584",0.21,0,0.02,0.69,0.08
"30314","3585",0.62,0.01,0.01,0.17,0.19
"30315","3586",0.59,0,0.01,0.36,0.04
"30316","3587",0.91,0,0.01,0.07,0.01
"30317","3588",0.26,0,0.02,0.17,0.55
"30318","3589",0.76,0,0,0.07,0.17
"30319","3590",0.98,0,0,0.01,0.01
"30320","3591",0.37,0,0.54,0.07,0.02
"30321","3592",1,0,0,0,0
"30322","3593",1,0,0,0,0
"30323","3594",1,0,0,0,0
"30324","3595",0.42,0.01,0,0.22,0.35
"30325","3596",0,0,0.04,0,0.96
"30326","3597",0.21,0.02,0.06,0.04,0.67
"30327","3598",0.13,0,0,0.5,0.37
"30328","3599",0.78,0,0,0,0.22
"30329","3600",0.05,0.07,0.03,0.04,0.81
"30330","3601",0.19,0,0.02,0.67,0.12
"30331","3602",0.55,0,0,0.45,0
"30332","3603",0.19,0,0.01,0.74,0.06
"30333","3604",0.94,0,0,0.04,0.02
"30334","3605",0.37,0,0.02,0.46,0.15
"30335","3606",0.04,0.03,0.02,0,0.91
"30336","3607",0.9,0,0,0.09,0.01
"30337","3608",0.09,0,0.17,0.59,0.15
"30338","3609",0,0,0.02,0.49,0.49
"30339","3610",0.72,0,0,0.08,0.2
"30340","3611",0.66,0,0.02,0.23,0.09
"30341","3612",0,0,0.07,0,0.93
"30342","3613",0.3,0,0.14,0.28,0.28
"30343","3614",0.32,0,0.02,0.61,0.05
"30344","3615",0.08,0,0.1,0.27,0.55
"30345","3616",0.3,0,0.01,0.61,0.08
"30346","3617",0.47,0,0.01,0.18,0.34
"30347","3618",0.01,0.01,0.03,0.03,0.92
"30348","3619",0.36,0,0,0.1,0.54
"30349","3620",0.89,0,0.01,0.09,0.01
"30350","3621",0.92,0,0,0.06,0.02
"30351","3622",0.37,0,0.05,0.44,0.14
"30352","3623",0.62,0,0.01,0.33,0.04
"30353","3624",0,0,0.31,0.45,0.24
"30354","3625",0.85,0,0,0,0.15
"30355","3626",0,0.01,0.03,0.03,0.93
"30356","3627",0.54,0,0.04,0.31,0.11
"30357","3628",0.11,0.02,0.14,0,0.73
"30358","3629",0.08,0.05,0.06,0.02,0.79
"30359","3630",0.49,0,0,0.03,0.48
"30360","3631",0.38,0,0,0.58,0.04
"30361","3632",0,0.02,0.02,0,0.96
"30362","3633",0.85,0,0,0.08,0.07
"30363","3634",0.92,0,0.01,0.03,0.04
"30364","3635",0,0,0.01,0.02,0.97
"30365","3636",0.8,0,0,0.04,0.16
"30366","3637",0.67,0,0,0.17,0.16
"30367","3638",0,0,0.47,0.02,0.51
"30368","3639",0.96,0,0,0.04,0
"30369","3640",0.01,0,0.16,0.45,0.38
"30370","3641",0.06,0,0.1,0.45,0.39
"30371","3642",0.12,0,0.23,0.18,0.47
"30372","3643",0.03,0.02,0,0,0.95
"30373","3644",0.61,0,0.01,0.19,0.19
"30374","3645",0.92,0,0,0,0.08
"30375","3646",0.6,0,0.01,0.2,0.19
"30376","3647",0.01,0,0.08,0.41,0.5
"30377","3648",0.02,0,0,0.09,0.89
"30378","3649",1,0,0,0,0
"30379","3650",0.55,0,0,0.42,0.03
"30380","3651",1,0,0,0,0
"30381","3652",0.19,0,0.05,0.55,0.21
"30382","3653",0.03,0.01,0.1,0.02,0.84
"30383","3654",0,0,0.02,0,0.98
"30384","3655",0,0,0.01,0,0.99
"30385","3656",0.66,0,0.01,0.21,0.12
"30386","3657",0,0,0.41,0.06,0.53
"30387","3658",0,0.25,0.03,0,0.72
"30388","3659",0,0,0.03,0,0.97
"30389","3660",1,0,0,0,0
"30390","3661",0.56,0,0.03,0.17,0.24
"30391","3662",0.17,0,0.01,0.82,0
"30392","3663",1,0,0,0,0
"30393","3664",0.99,0,0,0,0.01
"30394","3665",0.27,0,0.05,0.59,0.09
"30395","3666",0.46,0,0,0.05,0.49
"30396","3667",0.03,0.02,0.04,0.01,0.9
"30397","3668",0.81,0,0,0.07,0.12
"30398","3669",0.02,0,0.07,0.72,0.19
"30399","3670",0.61,0,0,0.2,0.19
"30400","3671",0.51,0,0.02,0.39,0.08
"30401","3672",0.15,0.02,0.27,0.06,0.5
"30402","3673",0.2,0.03,0.02,0.47,0.28
"30403","3674",0.02,0,0.05,0.64,0.29
"30404","3675",0.61,0,0.01,0.28,0.1
"30405","3676",0,0,0,0,1
"30406","3677",0.01,0,0.01,0,0.98
"30407","3678",0.05,0,0.01,0.15,0.79
"30408","3679",0,0,0.03,0,0.97
"30409","3680",0.96,0,0,0.03,0.01
"30410","3681",0.45,0,0.02,0.16,0.37
"30411","3682",0.37,0,0,0.08,0.55
"30412","3683",0.73,0,0.01,0.26,0
"30413","3684",0.65,0,0,0.11,0.24
"30414","3685",0.2,0,0.2,0,0.6
"30415","3686",0.11,0,0.01,0.76,0.12
"30416","3687",0,0,0.03,0,0.97
"30417","3688",0.7,0,0,0.14,0.16
"30418","3689",0.04,0,0.12,0.03,0.81
"30419","3690",0,0.03,0.08,0,0.89
"30420","3691",0.24,0,0.05,0.63,0.08
"30421","3692",0.51,0,0.1,0.02,0.37
"30422","3693",0.79,0,0.02,0.01,0.18
"30423","3694",0.8,0,0.01,0.08,0.11
"30424","3695",0.26,0.01,0.01,0.62,0.1
"30425","3696",0,0.02,0,0,0.98
"30426","3697",0.69,0,0,0.31,0
"30427","3698",0.22,0,0.02,0.09,0.67
"30428","3699",0.44,0,0.45,0.08,0.03
"30429","3700",0.01,0.02,0.5,0.04,0.43
"30430","3701",0.01,0,0.61,0.01,0.37
"30431","3702",0.59,0,0,0.34,0.07
"30432","3703",0,0,0.05,0.04,0.91
"30433","3704",0.87,0,0,0.01,0.12
"30434","3705",0.15,0.11,0.06,0.01,0.67
"30435","3706",0.98,0,0,0,0.02
"30436","3707",0.01,0.05,0.37,0.02,0.55
"30437","3708",0.94,0,0.01,0,0.05
"30438","3709",0.94,0,0,0.01,0.05
"30439","3710",0.67,0,0,0.07,0.26
"30440","3711",0.73,0,0.05,0.13,0.09
"30441","3712",0,0.03,0.02,0,0.95
"30442","3713",0.94,0,0,0,0.06
"30443","3714",0,0,0.01,0,0.99
"30444","3715",0.9,0,0.01,0.05,0.04
"30445","3716",0.2,0,0.46,0.06,0.28
"30446","3717",0.24,0,0.04,0.6,0.12
"30447","3718",0.67,0,0,0.07,0.26
"30448","3719",0.7,0,0,0,0.3
"30449","3720",0.74,0,0.05,0.03,0.18
"30450","3721",0,0,0,0,1
"30451","3722",0.19,0,0.04,0.47,0.3
"30452","3723",0.37,0,0.02,0.46,0.15
"30453","3724",0.3,0,0.01,0.03,0.66
"30454","3725",0.09,0,0.11,0.07,0.73
"30455","3726",0.22,0,0.16,0.17,0.45
"30456","3727",0.9,0,0,0.06,0.04
"30457","3728",0.25,0,0,0.25,0.5
"30458","3729",0.62,0,0.24,0.12,0.02
"30459","3730",0,0.01,0.01,0.01,0.97
"30460","3731",0.17,0,0,0.11,0.72
"30461","3732",0.86,0,0,0.1,0.04
"30462","3733",0,0,0.01,0,0.99
"30463","3734",0.31,0,0.03,0.56,0.1
"30464","3735",0.6,0,0,0.39,0.01
"30465","3736",0.61,0,0.07,0.26,0.06
"30466","3737",0.23,0.03,0.01,0,0.73
"30467","3738",0.7,0,0.01,0.1,0.19
"30468","3739",0.5,0,0,0.48,0.02
"30469","3740",0.19,0,0.01,0.44,0.36
"30470","3741",0,0,0,0.07,0.93
"30471","3742",0.47,0,0.03,0.1,0.4
"30472","3743",0,0,0,0,1
"30473","3744",0.49,0,0.05,0.45,0.01
"30474","3745",0.72,0,0,0.01,0.27
"30475","3746",0.38,0,0,0.61,0.01
"30476","3747",0,0.07,0.13,0.06,0.74
"30477","3748",0.99,0,0,0.01,0
"30478","3749",0.88,0,0,0.04,0.08
"30479","3750",0.9,0,0,0.05,0.05
"30480","3751",0.26,0,0.01,0.09,0.64
"30481","3752",0.19,0,0.01,0.54,0.26
"30482","3753",0,0,0.02,0,0.98
"30483","3754",0.24,0,0.09,0.09,0.58
"30484","3755",0.08,0,0,0.8,0.12
"30485","3756",0.68,0,0.02,0.13,0.17
"30486","3757",0,0,0,0,1
"30487","3758",0.38,0,0.03,0.04,0.55
"30488","3759",0.79,0,0.01,0,0.2
"30489","3760",0.35,0.01,0.01,0,0.63
"30490","3761",1,0,0,0,0
"30491","3762",0.65,0,0,0.31,0.04
"30492","3763",0.02,0,0,0,0.98
"30493","3764",1,0,0,0,0
"30494","3765",0.12,0,0.02,0.03,0.83
"30495","3766",0.21,0,0,0,0.79
"30496","3767",0.39,0.02,0.12,0.01,0.46
"30497","3768",0.53,0,0.01,0.05,0.41
"30498","3769",0,0,0.13,0.01,0.86
"30499","3770",0.51,0,0,0.24,0.25
"30500","3771",0.91,0,0,0.06,0.03
"30501","3772",0.78,0,0,0.01,0.21
"30502","3773",0.67,0,0,0.28,0.05
"30503","3774",0.35,0,0.02,0.46,0.17
"30504","3775",0.74,0,0,0.17,0.09
"30505","3776",0.39,0,0,0.03,0.58
"30506","3777",0,0.01,0.01,0,0.98
"30507","3778",0.04,0.3,0.18,0,0.48
"30508","3779",0.27,0,0.02,0.19,0.52
"30509","3780",0.89,0,0,0,0.11
"30510","3781",0,0,0.22,0.12,0.66
"30511","3782",0,0,0.03,0,0.97
"30512","3783",0.28,0,0.05,0.02,0.65
"30513","3784",0.78,0,0,0.17,0.05
"30514","3785",0.01,0,0.08,0.66,0.25
"30515","3786",0.34,0,0.08,0.36,0.22
"30516","3787",0.66,0.01,0,0.01,0.32
"30517","3788",0.91,0,0,0.01,0.08
"30518","3789",0.96,0.02,0.01,0,0.01
"30519","3790",0,0,0,0,1
"30520","3791",0.37,0,0.03,0.49,0.11
"30521","3792",0.29,0,0.22,0.2,0.29
"30522","3793",0.05,0.05,0.2,0.01,0.69
"30523","3794",0.55,0,0,0.45,0
"30524","3795",0,0,0.04,0,0.96
"30525","3796",0.48,0,0.06,0.22,0.24
"30526","3797",0.97,0,0,0,0.03
"30527","3798",0.98,0,0,0,0.02
"30528","3799",0,0,0.01,0,0.99
"30529","3800",0.06,0,0.06,0.54,0.34
"30530","3801",0.38,0,0.13,0.29,0.2
"30531","3802",0.01,0,0.05,0.34,0.6
"30532","3803",0,0,0,0,1
"30533","3804",0,0,0,0,1
"30534","3805",0.67,0,0.03,0.19,0.11
"30535","3806",0.82,0,0,0.18,0
"30536","3807",0.64,0,0,0.29,0.07
"30537","3808",0,0.02,0,0,0.98
"30538","3809",0.1,0,0.02,0.76,0.12
"30539","3810",0,0.02,0.07,0,0.91
"30540","3811",0.02,0,0.03,0.61,0.34
"30541","3812",0.07,0,0.01,0.86,0.06
"30542","3813",0.84,0,0,0.01,0.15
"30543","3814",0,0,0.04,0,0.96
"30544","3815",0.04,0.01,0.33,0,0.62
"30545","3816",0.95,0,0,0.03,0.02
"30546","3817",0.84,0,0.01,0.07,0.08
"30547","3818",0.3,0,0.01,0.45,0.24
"30548","3819",0.01,0,0.01,0,0.98
"30549","3820",0.01,0,0.03,0.13,0.83
"30550","3821",1,0,0,0,0
"30551","3822",0.84,0,0,0.08,0.08
"30552","3823",0.15,0,0.01,0.47,0.37
"30553","3824",0.63,0,0,0.23,0.14
"30554","3825",0.54,0.01,0.08,0.26,0.11
"30555","3826",0.94,0,0,0.03,0.03
"30556","3827",0.01,0.04,0.09,0.01,0.85
"30557","3828",1,0,0,0,0
"30558","3829",0.68,0,0,0.21,0.11
"30559","3830",0.53,0,0.02,0.13,0.32
"30560","3831",0.62,0,0.02,0.02,0.34
"30561","3832",0.55,0,0.03,0.24,0.18
"30562","3833",0.01,0,0.06,0.83,0.1
"30563","3834",0.47,0.03,0,0.03,0.47
"30564","3835",0,0.03,0.05,0,0.92
"30565","3836",0.24,0,0.46,0.11,0.19
"30566","3837",0.63,0,0.02,0.09,0.26
"30567","3838",0.77,0,0.03,0.18,0.02
"30568","3839",1,0,0,0,0
"30569","3840",0.04,0,0.07,0.04,0.85
"30570","3841",0,0,0.04,0,0.96
"30571","3842",0,0,0,0,1
"30572","3843",0.21,0,0.02,0.69,0.08
"30573","3844",0.53,0,0,0.13,0.34
"30574","3845",0.62,0,0.19,0.09,0.1
"30575","3846",0.07,0,0,0.32,0.61
"30576","3847",0.11,0.03,0.08,0.01,0.77
"30577","3848",0.93,0.07,0,0,0
"30578","3849",0.83,0,0,0.05,0.12
"30579","3850",0.98,0,0,0,0.02
"30580","3851",0.28,0.01,0.01,0.55,0.15
"30581","3852",0.95,0,0,0.01,0.04
"30582","3853",0.24,0,0.1,0.46,0.2
"30583","3854",0.99,0,0,0,0.01
"30584","3855",0.9,0,0,0.01,0.09
"30585","3856",0.2,0,0.03,0,0.77
"30586","3857",0.77,0.01,0,0.18,0.04
"30587","3858",0.46,0.01,0.04,0.29,0.2
"30588","3859",0.99,0,0,0,0.01
"30589","3860",0.01,0,0.05,0.01,0.93
"30590","3861",0,0,0.07,0,0.93
"30591","3862",0.16,0.01,0.25,0.28,0.3
"30592","3863",0.38,0,0,0.09,0.53
"30593","3864",0,0,0.02,0,0.98
"30594","3865",0,0,0.01,0,0.99
"30595","3866",0.17,0,0.03,0.49,0.31
"30596","3867",0.34,0,0.02,0.34,0.3
"30597","3868",0.38,0,0,0.16,0.46
"30598","3869",0,0,0,0,1
"30599","3870",0.3,0,0.01,0.62,0.07
"30600","3871",0.8,0,0.01,0.01,0.18
"30601","3872",0,0,0.01,0,0.99
"30602","3873",0.33,0,0,0.07,0.6
"30603","3874",0.44,0,0.01,0.11,0.44
"30604","3875",0.41,0,0,0.2,0.39
"30605","3876",0,0,0,0,1
"30606","3877",0.04,0,0.08,0.52,0.36
"30607","3878",0.48,0,0.04,0.34,0.14
"30608","3879",0.01,0,0.04,0.32,0.63
"30609","3880",1,0,0,0,0
"30610","3881",0,0.02,0.16,0,0.82
"30611","3882",0.76,0,0.04,0.09,0.11
"30612","3883",0,0,0.16,0,0.84
"30613","3884",0.27,0,0,0.14,0.59
"30614","3885",0.04,0,0.06,0.18,0.72
"30615","3886",0.12,0,0.01,0.79,0.08
"30616","3887",0.84,0,0,0.02,0.14
"30617","3888",0.72,0,0,0.27,0.01
"30618","3889",0.99,0,0,0.01,0
"30619","3890",0.69,0,0,0.22,0.09
"30620","3891",0.75,0,0,0.11,0.14
"30621","3892",0,0.01,0.06,0.03,0.9
"30622","3893",0,0,0,0,1
"30623","3894",0.13,0.01,0.12,0.66,0.08
"30624","3895",0.36,0,0.22,0.12,0.3
"30625","3896",0.6,0,0.01,0.1,0.29
"30626","3897",0.83,0,0,0.01,0.16
"30627","3898",0.62,0,0,0.38,0
"30628","3899",0.38,0,0.04,0.55,0.03
"30629","3900",0.63,0,0.01,0.01,0.35
"30630","3901",0.92,0,0,0,0.08
"30631","3902",0,0.02,0.11,0,0.87
"30632","3903",0.04,0.06,0.07,0.48,0.35
"30633","3904",0.06,0.01,0.03,0.27,0.63
"30634","3905",0.02,0,0.06,0.37,0.55
"30635","3906",0.17,0,0.03,0.72,0.08
"30636","3907",0.56,0.01,0,0.1,0.33
"30637","3908",0.44,0,0,0.04,0.52
"30638","3909",0.93,0,0,0.01,0.06
"30639","3910",0.92,0,0,0.06,0.02
"30640","3911",0,0.01,0.4,0.05,0.54
"30641","3912",0.7,0,0,0.28,0.02
"30642","3913",0.61,0.01,0.08,0.04,0.26
"30643","3914",0.87,0,0,0.11,0.02
"30644","3915",0.75,0,0,0.02,0.23
"30645","3916",0.35,0.01,0.02,0.38,0.24
"30646","3917",0.98,0,0,0,0.02
"30647","3918",0.61,0,0,0.14,0.25
"30648","3919",0.52,0.03,0.21,0.16,0.08
"30649","3920",0.17,0,0.14,0.49,0.2
"30650","3921",0,0,0,0,1
"30651","3922",0.02,0,0.01,0.83,0.14
"30652","3923",0.4,0,0,0.57,0.03
"30653","3924",0,0,0,0,1
"30654","3925",0.99,0,0.01,0,0
"30655","3926",0,0,0,0.02,0.98
"30656","3927",0.01,0,0.09,0.05,0.85
"30657","3928",0.58,0,0.03,0.02,0.37
"30658","3929",0.73,0,0.01,0.16,0.1
"30659","3930",0.04,0,0.5,0.33,0.13
"30660","3931",0.54,0,0.01,0.02,0.43
"30661","3932",0.48,0,0.01,0.5,0.01
"30662","3933",0.56,0,0,0.42,0.02
"30663","3934",0.99,0,0,0.01,0
"30664","3935",0.02,0,0.02,0.44,0.52
"30665","3936",0.59,0,0.03,0.09,0.29
"30666","3937",0.48,0.01,0.01,0.07,0.43
"30667","3938",0,0,0,0,1
"30668","3939",0.3,0,0,0.59,0.11
"30669","3940",0.16,0.01,0.14,0.2,0.49
"30670","3941",0.29,0,0.02,0.03,0.66
"30671","3942",0.99,0,0,0,0.01
"30672","3943",0.03,0.02,0.01,0,0.94
"30673","3944",0.1,0.01,0.06,0.66,0.17
"30674","3945",0.14,0,0,0.19,0.67
"30675","3946",0,0.02,0.03,0,0.95
"30676","3947",0.74,0,0,0,0.26
"30677","3948",0.69,0,0,0.26,0.05
"30678","3949",0.26,0,0.05,0.62,0.07
"30679","3950",0.24,0.01,0.02,0.64,0.09
"30680","3951",0.02,0.01,0.1,0.62,0.25
"30681","3952",0.92,0,0,0.02,0.06
"30682","3953",0.09,0,0.21,0.36,0.34
"30683","3954",0.13,0.02,0.08,0.14,0.63
"30684","3955",0.45,0,0,0.05,0.5
"30685","3956",0.37,0,0,0.33,0.3
"30686","3957",0.32,0,0.04,0.52,0.12
"30687","3958",0.44,0,0.09,0.2,0.27
"30688","3959",1,0,0,0,0
"30689","3960",0.11,0.01,0.04,0.63,0.21
"30690","3961",0.8,0,0.07,0.05,0.08
"30691","3962",0.93,0,0.01,0.02,0.04
"30692","3963",0.95,0,0,0.02,0.03
"30693","3964",0,0,0,0,1
"30694","3965",1,0,0,0,0
"30695","3966",0,0,0.33,0,0.67
"30696","3967",0,0.05,0.01,0,0.94
"30697","3968",0.68,0,0,0,0.32
"30698","3969",0.81,0,0,0.19,0
"30699","3970",0.67,0,0,0.05,0.28
"30700","3971",0.7,0,0,0.01,0.29
"30701","3972",0.1,0.01,0.06,0.48,0.35
"30702","3973",0.48,0,0.01,0.16,0.35
"30703","3974",0.76,0,0,0.14,0.1
"30704","3975",0.54,0.01,0.08,0.2,0.17
"30705","3976",0.34,0,0.01,0.23,0.42
"30706","3977",0.99,0,0,0.01,0
"30707","3978",0.73,0,0,0.16,0.11
"30708","3979",0.49,0,0.05,0.04,0.42
"30709","3980",0.91,0,0,0,0.09
"30710","3981",0.21,0.06,0.21,0.07,0.45
"30711","3982",0.02,0,0.34,0.19,0.45
"30712","3983",0.68,0,0,0.19,0.13
"30713","3984",0.17,0,0,0.76,0.07
"30714","3985",0.88,0,0,0.12,0
"30715","3986",0.7,0,0,0.28,0.02
"30716","3987",0.84,0,0,0.12,0.04
"30717","3988",0.05,0.01,0.26,0.03,0.65
